"","station","grdd","gdd","qual","lat","long"
"5347","USC00519603","9549R",9549,"R",21.6369,-158.0536
"5348","USC00519629","9817R",9817,"R",21.9592,-159.6758
"5349","USW00003013","4468R",4468,"R",38.07,-102.6881
"5350","USW00003016","3402R",3402,"R",39.5264,-107.7264
"5351","USW00003017","3781R",3781,"R",39.8328,-104.6575
"5352","USW00003024","5508R",5508,"R",35.695,-101.395
"5353","USW00003026","3841R",3841,"R",39.2447,-102.2842
"5354","USW00003027","3404R",3404,"R",35.0028,-105.6628
"5355","USW00003028","4396R",4396,"R",37.2833,-102.6139
"5356","USW00003030","5013R",5013,"R",36.6817,-101.5053
"5357","USW00003031","6621R",6621,"R",31.9206,-102.3867
"5358","USW00003032","7168R",7168,"R",30.0481,-102.2131
"5359","USW00003102","6262R",6262,"R",34.0561,-117.6003
"5360","USW00003103","2863R",2863,"R",35.1442,-111.6664
"5361","USW00003104","7875S",7875,"S",33.6267,-116.1594
"5362","USW00003122","5457R",5457,"R",33.8017,-118.3411
"5363","USW00003125","8508S",8508,"S",32.8356,-114.3942
"5364","USW00003131","5662R",5662,"R",32.8158,-117.1394
"5365","USW00003144","8086R",8086,"R",32.8342,-115.5786
"5366","USW00003145","8817R",8817,"R",32.65,-114.6167
"5367","USW00003154","5595R",5595,"R",33.3,-117.35
"5368","USW00003159","5743R",5743,"R",34.7411,-118.2117
"5369","USW00003160","5839R",5839,"R",36.6206,-116.0278
"5370","USW00003162","5088R",5088,"R",36.9261,-111.4478
"5371","USW00003164","5120S",5120,"S",32.6233,-116.4728
"5372","USW00003166","6300R",6300,"R",33.8719,-117.9789
"5373","USW00003167","5913R",5913,"R",33.9228,-118.3342
"5374","USW00003170","3089R",3089,"R",39.6014,-116.0056
"5375","USW00003171","6410R",6410,"R",33.9519,-117.4386
"5376","USW00003177","5137R",5137,"R",33.1281,-117.2794
"5377","USW00003178","5365R",5365,"R",32.5722,-116.9794
"5378","USW00003179","5918R",5918,"R",33.9753,-117.6361
"5379","USW00003184","7969R",7969,"R",33.6883,-112.0817
"5380","USW00003195","3127R",3127,"R",35.9461,-112.1547
"5381","USW00003196","6386R",6386,"R",31.4208,-110.8458
"5382","USW00003802","4004R",4004,"R",39.2956,-80.2289
"5383","USW00003804","4299R",4299,"R",39.345,-81.4392
"5384","USW00003809","5545R",5545,"R",36.0003,-89.41
"5385","USW00003810","5173S",5173,"S",35.7425,-81.3819
"5386","USW00003811","5554S",5554,"S",35.5931,-88.9167
"5387","USW00003812","4525S",4525,"S",35.4319,-82.5375
"5388","USW00003813","6569S",6569,"S",32.6847,-83.6528
"5389","USW00003816","5153S",5153,"S",37.0683,-88.7719
"5390","USW00003818","7311R",7311,"R",30.8356,-85.1839
"5391","USW00003820","6445C",6445,"C",33.3644,-81.9633
"5392","USW00003822","7112C",7112,"C",32.13,-81.21
"5393","USW00003841","5229S",5229,"S",36.0028,-84.2486
"5394","USW00003847","4593S",4593,"S",35.9508,-85.0814
"5395","USW00003849","4857S",4857,"S",37.0872,-84.0769
"5396","USW00003853","8102R",8102,"R",30.4,-81.4167
"5397","USW00003855","7378S",7378,"S",30.35,-87.3167
"5398","USW00003856","5984C",5984,"C",34.6439,-86.7861
"5399","USW00003859","4287S",4287,"S",37.2958,-81.2078
"5400","USW00003860","4636S",4636,"S",38.365,-82.555
"5401","USW00003866","6484S",6484,"S",32.55,-88.5667
"5402","USW00003868","4203R",4203,"R",39.4519,-87.3089
"5403","USW00003870","5739S",5739,"S",34.8831,-82.2203
"5404","USW00003872","3715S",3715,"S",37.7836,-81.1231
"5405","USW00003881","5966S",5966,"S",32.8661,-87.2383
"5406","USW00003882","7778R",7778,"R",30.2119,-85.6828
"5407","USW00003887","4181R",4181,"R",39.8344,-88.8656
"5408","USW00003888","5908R",5908,"R",33.7792,-84.5214
"5409","USW00003889","4762S",4762,"S",37.5908,-83.3131
"5410","USW00003893","4222R",4222,"R",39.1333,-86.6167
"5411","USW00003901","6760R",6760,"R",32.3847,-94.7117
"5412","USW00003904","7636S",7636,"S",30.5892,-96.3647
"5413","USW00003919","4894S",4894,"S",38.8,-97.65
"5414","USW00003927","6934S",6934,"S",32.8978,-97.0189
"5415","USW00003928","5038C",5038,"C",37.6544,-97.4425
"5416","USW00003932","5595R",5595,"R",35.21,-99.12
"5417","USW00003935","4971S",4971,"S",37.2253,-89.5706
"5418","USW00003936","4620R",4620,"R",39.1353,-96.6778
"5419","USW00003937","7620S",7620,"S",30.125,-93.2158
"5420","USW00003940","6625C",6625,"C",32.3206,-90.0778
"5421","USW00003945","4559S",4559,"S",38.8169,-92.2183
"5422","USW00003947","4633C",4633,"C",39.2972,-94.7306
"5423","USW00003950","6162R",6162,"R",34.5583,-98.4172
"5424","USW00003951","6833S",6833,"S",32.35,-94.65
"5425","USW00003952","6080S",6080,"S",34.8364,-92.2619
"5426","USW00003953","5513R",5513,"R",35.8311,-90.6464
"5427","USW00003954","5676R",5676,"R",35.5342,-97.6469
"5428","USW00003957","5167R",5167,"R",37.2839,-98.5528
"5429","USW00003959","5409S",5409,"S",36.7683,-96.0261
"5430","USW00003960","4711R",4711,"R",38.5714,-90.1572
"5431","USW00003962","6126R",6126,"R",34.29,-93.06
"5432","USW00003963","4823R",4823,"R",38.5911,-92.1558
"5433","USW00003965","5625R",5625,"R",36.1625,-97.0894
"5434","USW00003966","4772R",4772,"R",38.6572,-90.6558
"5435","USW00003967","4659R",4659,"R",38.85,-94.7392
"5436","USW00003969","6391S",6391,"S",32.2314,-98.2319
"5437","USW00003971","6807R",6807,"R",32.6808,-96.8681
"5438","USW00003974","4948R",4948,"R",37.7461,-97.2211
"5439","USW00003975","5150R",5150,"R",36.7725,-90.3247
"5440","USW00003981","6199R",6199,"R",34.3622,-98.9761
"5441","USW00003991","6479R",6479,"R",33.2061,-97.1989
"5442","USW00003994","4897R",4897,"R",38.7042,-93.1833
"5443","USW00003996","6579R",6579,"R",32.35,-91.0278
"5444","USW00003997","4700R",4700,"R",39.0083,-95.2117
"5445","USW00003998","5137R",5137,"R",37.3278,-95.5042
"5446","USW00003999","7000R",7000,"R",30.7406,-98.2353
"5447","USW00004109","3213R",3213,"R",46.1442,-115.5964
"5448","USW00004110","3062R",3062,"R",42.7267,-114.4564
"5449","USW00004111","2275R",2275,"R",41.2731,-111.0306
"5450","USW00004112","1856R",1856,"R",44.1708,-114.9272
"5451","USW00004113","3704R",3704,"R",45.8258,-119.2611
"5452","USW00004114","2664R",2664,"R",44.5228,-114.215
"5453","USW00004201","3018R",3018,"R",45.7728,-122.8611
"5454","USW00004725","2824S",2824,"S",42.1997,-75.985
"5455","USW00004726","2982R",2982,"R",40.3161,-78.8339
"5456","USW00004751","2555R",2555,"R",41.8031,-78.6403
"5457","USW00004780","3372R",3372,"R",42.5519,-71.7558
"5458","USW00004781","3684S",3684,"S",40.7939,-73.1017
"5459","USW00004787","2970R",2970,"R",41.1783,-78.8989
"5460","USW00004789","3408R",3408,"R",41.5092,-74.265
"5461","USW00004803","2464R",2464,"R",45.6308,-89.4653
"5462","USW00004804","3967R",3967,"R",40.0781,-83.0781
"5463","USW00004808","3470R",3470,"R",41.77,-88.4814
"5464","USW00004826","2977R",2977,"R",44.3592,-89.8369
"5465","USW00004836","1913R",1913,"R",47.2856,-68.3133
"5466","USW00004838","3549R",3549,"R",42.1208,-87.9047
"5467","USW00004839","3473R",3473,"R",42.7461,-86.0967
"5468","USW00004840","3206R",3206,"R",43.77,-88.4864
"5469","USW00004841","2768R",2768,"R",43.7694,-87.8506
"5470","USW00004842","3543R",3543,"R",40.8731,-81.8867
"5471","USW00004843","3160R",3160,"R",41.6264,-80.215
"5472","USW00004845","3141R",3141,"R",42.595,-87.9381
"5473","USW00004846","3565R",3565,"R",41.4525,-87.0058
"5474","USW00004847","3429R",3429,"R",41.8678,-84.0794
"5475","USW00004848","3700R",3700,"R",41.5631,-83.4764
"5476","USW00004849","3538R",3538,"R",41.3461,-82.1794
"5477","USW00004850","3821R",3821,"R",40.7083,-84.0267
"5478","USW00004851","3581R",3581,"R",41.3375,-84.4289
"5479","USW00004852","3809R",3809,"R",40.4719,-81.4236
"5480","USW00004853","3904R",3904,"R",41.5175,-81.6836
"5481","USW00004854","2409R",2409,"R",45.0133,-84.7014
"5482","USW00004855","3658R",3658,"R",40.6161,-83.0636
"5483","USW00004857","3269R",3269,"R",41.7781,-80.6958
"5484","USW00004858","3769R",3769,"R",40.0228,-82.4625
"5485","USW00012812","9094R",9094,"R",26.9172,-81.9914
"5486","USW00012815","8790S",8790,"S",28.4339,-81.325
"5487","USW00012816","7724S",7724,"S",29.6919,-82.2756
"5488","USW00012818","8108R",8108,"R",28.4736,-82.4544
"5489","USW00012819","8610R",8610,"R",28.8208,-81.8097
"5490","USW00012832","7597S",7597,"S",29.7333,-85.0333
"5491","USW00012833","7686R",7686,"R",29.6333,-83.1053
"5492","USW00012834","8320C",8320,"C",29.1828,-81.0483
"5493","USW00012835","9497R",9497,"R",26.585,-81.8614
"5494","USW00012836","10695R",10695,"R",24.555,-81.7522
"5495","USW00012838","8764S",8764,"S",28.1011,-80.6439
"5496","USW00012839","10337S",10337,"S",25.7906,-80.3164
"5497","USW00012841","8948R",8948,"R",28.5453,-81.3331
"5498","USW00012842","9078S",9078,"S",27.9619,-82.5403
"5499","USW00012843","9022R",9022,"R",27.6531,-80.2428
"5500","USW00012844","9782S",9782,"S",26.6847,-80.0994
"5501","USW00012849","10553R",10553,"R",26.0719,-80.1536
"5502","USW00012850","10761S",10761,"S",24.5833,-81.6833
"5503","USW00012854","8739R",8739,"R",28.7797,-81.2436
"5504","USW00012859","10407R",10407,"R",25.7167,-80.2833
"5505","USW00012871","8929R",8929,"R",27.4014,-82.5586
"5506","USW00012873","9161R",9161,"R",27.9106,-82.6875
"5507","USW00012876","8919R",8919,"R",28.0622,-81.7542
"5508","USW00012882","10082R",10082,"R",25.9069,-80.2803
"5509","USW00012883","9007R",9007,"R",28.0206,-81.9219
"5510","USW00012884","8014R",8014,"R",29.3331,-89.4075
"5511","USW00012885","9980R",9980,"R",26.1969,-80.1708
"5512","USW00012888","9550R",9550,"R",25.6475,-80.4331
"5513","USW00012894","9271R",9271,"R",26.5361,-81.755
"5514","USW00012895","8990R",8990,"R",27.4981,-80.3767
"5515","USW00012896","10795R",10795,"R",24.7258,-81.0517
"5516","USW00012904","9043R",9043,"R",26.2281,-97.6542
"5517","USW00012912","7992S",7992,"S",28.8614,-96.9303
"5518","USW00012916","7916S",7916,"S",29.9933,-90.2511
"5519","USW00012917","7722R",7722,"R",29.9506,-94.0206
"5520","USW00012918","8045S",8045,"S",29.6381,-95.2819
"5521","USW00012919","9260S",9260,"S",25.9156,-97.4186
"5522","USW00012921","7777S",7777,"S",29.5442,-98.4839
"5523","USW00012923","8421R",8421,"R",29.2733,-94.8592
"5524","USW00012924","8581S",8581,"S",27.7839,-97.5108
"5525","USW00012925","8635R",8635,"R",28.3667,-97.6667
"5526","USW00012926","8873S",8873,"S",27.6833,-97.2833
"5527","USW00012928","8621S",8621,"S",27.5,-97.8167
"5528","USW00012930","8104R",8104,"R",29.9167,-90.1303
"5529","USW00012932","8515R",8515,"R",27.7411,-98.0247
"5530","USW00012935","8207S",8207,"S",28.7247,-96.2536
"5531","USW00012944","7985R",7985,"R",29.3,-94.8
"5532","USW00012947","8289R",8289,"R",28.4567,-99.2183
"5533","USW00012957","9340R",9340,"R",26.1658,-97.3458
"5534","USW00012958","7583S",7583,"S",29.8167,-90.0167
"5535","USW00012959","9317R",9317,"R",26.1839,-98.2539
"5536","USW00012960","7907S",7907,"S",29.98,-95.36
"5537","USW00012962","7566S",7566,"S",29.36,-99.1742
"5538","USW00012970","7838R",7838,"R",29.3389,-98.4719
"5539","USW00012971","7564R",7564,"R",29.7036,-98.0281
"5540","USW00012972","8799R",8799,"R",28.0836,-97.0464
"5541","USW00012975","7840R",7840,"R",29.5189,-95.2417
"5542","USW00012976","7788R",7788,"R",29.1097,-95.4619
"5543","USW00013701","4422R",4422,"R",39.4717,-76.1697
"5544","USW00013702","5288R",5288,"R",37.0833,-76.35
"5545","USW00013713","5971R",5971,"R",35.3444,-77.9647
"5546","USW00013714","6100R",6100,"R",35.1739,-79.0089
"5547","USW00013721","4839R",4839,"R",38.3,-76.4167
"5548","USW00013722","5682S",5682,"S",35.8922,-78.7819
"5549","USW00013723","5282C",5282,"C",36.0969,-79.9433
"5550","USW00013724","4180S",4180,"S",39.3792,-74.4242
"5551","USW00013728","5147R",5147,"R",36.5728,-79.3361
"5552","USW00013729","3598S",3598,"S",38.8853,-79.8528
"5553","USW00013733","4559S",4559,"S",37.3208,-79.2067
"5554","USW00013734","4052S",4052,"S",39.4019,-77.9844
"5555","USW00013735","4182C",4182,"C",39.3667,-75.0667
"5556","USW00013736","4040S",4040,"S",39.6428,-79.9164
"5557","USW00013737","5411S",5411,"S",36.9033,-76.1922
"5558","USW00013739","4562C",4562,"C",39.8683,-75.2311
"5559","USW00013740","5245C",5245,"C",37.505,-77.3203
"5560","USW00013741","4777S",4777,"S",37.3169,-79.9742
"5561","USW00013743","5012S",5012,"S",38.8483,-77.0342
"5562","USW00013744","6365C",6365,"C",34.1853,-79.7239
"5563","USW00013745","6448R",6448,"R",35.2167,-75.7167
"5564","USW00013748","6460C",6460,"C",34.2675,-77.8997
"5565","USW00013750","5652R",5652,"R",36.95,-76.2833
"5566","USW00013754","6244S",6244,"S",34.9,-76.8833
"5567","USW00013764","4615R",4615,"R",38.6892,-75.3592
"5568","USW00013766","5926R",5926,"R",35.9172,-75.7
"5569","USW00013769","5376S",5376,"S",36.8167,-76.0333
"5570","USW00013773","4863R",4863,"R",38.5,-77.3
"5571","USW00013776","6134R",6134,"R",34.6081,-79.0592
"5572","USW00013777","5730R",5730,"R",39.2833,-76.6167
"5573","USW00013779","4773R",4773,"R",39.95,-75.15
"5574","USW00013781","4374C",4374,"C",39.6728,-75.6008
"5575","USW00013782","7055S",7055,"S",32.78,-79.9319
"5576","USW00013786","5567R",5567,"R",36.2606,-76.175
"5577","USW00013802","5119S",5119,"S",38.52,-89.8467
"5578","USW00013809","4759R",4759,"R",38.7642,-87.6056
"5579","USW00013810","4953R",4953,"R",38.2281,-85.6636
"5580","USW00013833","6978R",6978,"R",31.2819,-89.2531
"5581","USW00013837","6633R",6633,"R",33.4669,-82.0386
"5582","USW00013838","7308R",7308,"R",30.6264,-88.0681
"5583","USW00013841","3966R",3966,"R",39.4203,-83.8217
"5584","USW00013861","7263R",7263,"R",31.25,-82.4
"5585","USW00013865","6402S",6402,"S",32.3347,-88.7442
"5586","USW00013866","4614S",4614,"S",38.3794,-81.59
"5587","USW00013867","4492S",4492,"S",39.2811,-81.5572
"5588","USW00013869","7164R",7164,"R",31.5356,-84.1944
"5589","USW00013870","7225R",7225,"R",31.5358,-82.5067
"5590","USW00013871","6092C",6092,"C",33.5872,-85.8556
"5591","USW00013872","4635C",4635,"C",35.5953,-82.5567
"5592","USW00013873","6022S",6022,"S",33.9481,-83.3275
"5593","USW00013874","6029R",6029,"R",33.63,-84.4417
"5594","USW00013876","6292S",6292,"S",33.5656,-86.745
"5595","USW00013877","4610C",4610,"C",36.4731,-82.4044
"5596","USW00013878","7487S",7487,"S",31.1522,-81.3908
"5597","USW00013880","6915S",6915,"S",32.8986,-80.0403
"5598","USW00013881","5456S",5456,"S",35.2236,-80.9553
"5599","USW00013882","5689S",5689,"S",35.0311,-85.2014
"5600","USW00013883","6442C",6442,"C",33.9486,-81.1186
"5601","USW00013884","6954R",6954,"R",30.7797,-86.5225
"5602","USW00013886","5530R",5530,"R",34.8461,-82.3461
"5603","USW00013889","7626S",7626,"S",30.4844,-81.7019
"5604","USW00013891","5341S",5341,"S",35.8181,-83.9858
"5605","USW00013893","6235C",6235,"C",35.0564,-89.9864
"5606","USW00013894","7279C",7279,"C",30.6794,-88.2397
"5607","USW00013895","6708S",6708,"S",32.2997,-86.4075
"5608","USW00013896","5862S",5862,"S",34.7442,-87.5997
"5609","USW00013897","5436C",5436,"C",36.1189,-86.6892
"5610","USW00013899","7455S",7455,"S",30.4781,-87.1869
"5611","USW00013904","7262R",7262,"R",30.1831,-97.68
"5612","USW00013911","7084R",7084,"R",32.7667,-97.45
"5613","USW00013920","4603R",4603,"R",38.9503,-95.6639
"5614","USW00013927","6733R",6733,"R",32.3367,-90.2214
"5615","USW00013932","5197R",5197,"R",37.1681,-97.0369
"5616","USW00013935","6909R",6909,"R",31.3928,-92.2956
"5617","USW00013942","6820S",6820,"S",32.5156,-92.0406
"5618","USW00013957","6820C",6820,"C",32.4506,-93.8411
"5619","USW00013958","7672S",7672,"S",30.3208,-97.7603
"5620","USW00013959","7051S",7051,"S",31.6189,-97.2283
"5621","USW00013960","7152S",7152,"S",32.8519,-96.8556
"5622","USW00013961","6795R",6795,"R",32.8192,-97.3614
"5623","USW00013962","6579S",6579,"S",32.4106,-99.6822
"5624","USW00013963","6140S",6140,"S",34.7272,-92.2389
"5625","USW00013964","5938C",5938,"C",35.3331,-94.3625
"5626","USW00013966","6282S",6282,"S",33.9786,-98.4928
"5627","USW00013967","5892S",5892,"S",35.3889,-97.6006
"5628","USW00013968","5774C",5774,"C",36.1994,-95.8872
"5629","USW00013969","5430R",5430,"R",36.7367,-97.1019
"5630","USW00013970","7575S",7575,"S",30.5372,-91.1469
"5631","USW00013971","5077R",5077,"R",36.2667,-93.1567
"5632","USW00013972","6737R",6737,"R",32.3542,-95.4025
"5633","USW00013973","6875R",6875,"R",30.5108,-99.7664
"5634","USW00013975","5234S",5234,"S",36.2967,-99.7689
"5635","USW00013976","7773S",7773,"S",30.205,-91.9875
"5636","USW00013977","6378R",6378,"R",33.4536,-94.0075
"5637","USW00013978","6360S",6360,"S",33.4964,-90.0867
"5638","USW00013980","5110S",5110,"S",37.155,-98.0283
"5639","USW00013981","5012S",5012,"S",37.6703,-95.4842
"5640","USW00013984","4484C",4484,"C",39.5514,-97.6508
"5641","USW00013985","4761S",4761,"S",37.7608,-99.9683
"5642","USW00013986","4893R",4893,"R",38.0653,-97.8606
"5643","USW00013987","5326C",5326,"C",37.1467,-94.5022
"5644","USW00013988","5025S",5025,"S",39.1208,-94.5969
"5645","USW00013989","4794R",4794,"R",38.3306,-96.1897
"5646","USW00013991","4488R",4488,"R",39.1342,-93.2225
"5647","USW00013993","4474R",4474,"R",39.7736,-94.9233
"5648","USW00013994","5055S",5055,"S",38.7525,-90.3736
"5649","USW00013995","4867S",4867,"S",37.2353,-93.4003
"5650","USW00013996","4745S",4745,"S",39.0725,-95.6261
"5651","USW00013997","4621R",4621,"R",38.1311,-91.7683
"5652","USW00014605","2764S",2764,"S",44.3206,-69.7972
"5653","USW00014606","2653R",2653,"R",44.7978,-68.8186
"5654","USW00014607","2145C",2145,"C",46.8706,-68.0172
"5655","USW00014609","2268S",2268,"S",46.1236,-67.7928
"5656","USW00014610","2467R",2467,"R",45.6478,-68.6925
"5657","USW00014611","2743R",2743,"R",43.9,-69.9333
"5658","USW00014702","3412R",3412,"R",42.47,-71.2894
"5659","USW00014707","3214R",3214,"R",41.3275,-72.0494
"5660","USW00014710","3339R",3339,"R",42.9333,-71.4383
"5661","USW00014711","4064R",4064,"R",40.1936,-76.7633
"5662","USW00014712","3951R",3951,"R",40.3667,-75.9667
"5663","USW00014717","3013R",3013,"R",43.2333,-75.4
"5664","USW00014719","3298R",3298,"R",40.8436,-72.6322
"5665","USW00014732","4356C",4356,"C",40.7794,-73.8803
"5666","USW00014733","3173S",3173,"S",42.9486,-78.7369
"5667","USW00014734","4315S",4315,"S",40.6825,-74.1694
"5668","USW00014735","3295S",3295,"S",42.7431,-73.8092
"5669","USW00014736","3334S",3334,"S",40.2964,-78.3203
"5670","USW00014737","3719S",3719,"S",40.6508,-75.4492
"5671","USW00014739","3477C",3477,"C",42.3606,-71.0106
"5672","USW00014740","3633C",3633,"C",41.9381,-72.6825
"5673","USW00014742","2980S",2980,"S",44.4683,-73.15
"5674","USW00014743","2802S",2802,"S",44.5772,-75.1097
"5675","USW00014745","3059C",3059,"C",43.1953,-71.5011
"5676","USW00014747","3240R",3240,"R",42.4933,-79.2722
"5677","USW00014748","3073R",3073,"R",42.1594,-76.8919
"5678","USW00014750","2855C",2855,"C",43.35,-73.6167
"5679","USW00014751","4045R",4045,"R",40.2172,-76.8514
"5680","USW00014752","3702R",3702,"R",41.7361,-72.6506
"5681","USW00014753","3245S",3245,"S",42.2122,-71.1136
"5682","USW00014754","2720R",2720,"R",41.1386,-75.2225
"5683","USW00014755","369S",369,"S",44.2667,-71.2994
"5684","USW00014756","2768R",2768,"R",41.2531,-70.0608
"5685","USW00014757","3556S",3556,"S",41.6267,-73.8842
"5686","USW00014761","2843R",2843,"R",40.9167,-78.0667
"5687","USW00014762","3780R",3780,"R",40.3547,-79.9217
"5688","USW00014763","2723R",2723,"R",42.4272,-73.2892
"5689","USW00014764","2746C",2746,"C",43.6497,-70.3003
"5690","USW00014765","3630C",3630,"C",41.7219,-71.4325
"5691","USW00014768","3177S",3177,"S",43.1167,-77.6767
"5692","USW00014770","3850R",3850,"R",40.8206,-76.8642
"5693","USW00014771","3260C",3260,"C",43.1111,-76.1039
"5694","USW00014775","3289R",3289,"R",42.1578,-72.7161
"5695","USW00014777","3358S",3358,"S",41.3336,-75.7269
"5696","USW00014778","3571S",3571,"S",41.2433,-76.9217
"5697","USW00014787","3331R",3331,"R",41.5333,-71.2833
"5698","USW00014790","3724R",3724,"R",42.15,-70.9333
"5699","USW00014792","4058R",4058,"R",40.2769,-74.8158
"5700","USW00014793","4209R",4209,"R",40.2,-75.15
"5701","USW00014794","3211R",3211,"R",41.3497,-71.7989
"5702","USW00014804","3142S",3142,"S",42.6083,-82.8183
"5703","USW00014806","4160S",4160,"S",40.3131,-88.1594
"5704","USW00014813","3558R",3558,"R",41.0375,-81.4642
"5705","USW00014814","2515S",2515,"S",45.0606,-83.4281
"5706","USW00014815","3358S",3358,"S",42.3075,-85.2511
"5707","USW00014817","2649S",2649,"S",44.2656,-85.3967
"5708","USW00014819","3928C",3928,"C",41.7861,-87.7522
"5709","USW00014820","3740S",3740,"S",41.4131,-81.86
"5710","USW00014821","4205S",4205,"S",39.9914,-82.8808
