AQW00061705       12073C
USW00026401        1156R
USW00026409        1310R
USW00026410         910S
USW00026411        1533C
USW00026412        1226S
USW00026415        1271S
USW00026422        1403S
USW00026425        1154S
USW00026435        1417R
USW00026438         901S
USW00026442         871C
USW00026451        1135C
USW00026491        1481R
USW00026492         773R
USW00026494        1178Q
USW00026502        1044R
USW00026508         796R
USW00026510        1250S
USW00026512        1331Q
USW00026514        1295R
USW00026523        1061S
USW00026528        1328S
USW00026529        1341S
USW00026533        1167C
USW00026615         848C
USW00026616         524C
USW00026617         518C
USW00026618         166R
USW00026642         355R
USW00027406         225P
USW00027502          95S
USW00027503         204P
USW00027515         372P
USW00045715         181P
USW00053119        5501R
USW00053120        5268R
USW00053121        5087R
USW00053123        7049R
USW00053131        7367Q
USW00053132        5591Q
USW00053136        5717Q
USW00053138        3135Q
USW00053139        8833Q
USW00053144        5831Q
USW00053149        3603Q
USW00053150        2665Q
USW00053151        6071Q
USW00053152        3937Q
USW00053154        8031Q
USW00053155        3581Q
USW00053802        4225R
USW00053819        5861R
USW00053820        6730R
USW00053838        5572R
USW00053841        4597R
USW00053842        4219R
USW00053843        7139Q
USW00053844        4130R
USW00053847        7519Q
USW00053848        7623Q
USW00053850        6037R
USW00053852        5706R
USW00053853        7659R
USW00053854        6495R
USW00053855        4245R
USW00053858        7227R
USW00053859        4068R
USW00053860        7687R
USW00053862        7504R
USW00053863        5841R
USW00053864        6260R
USW00053865        7265R
USW00053866        4100R
USW00053867        6574R
USW00053868        5258R
USW00053869        5649R
USW00053870        5421R
USW00053871        5621R
USW00053872        5562R
USW00053873        5540R
USW00053874        5856R
USW00053877        4139Q
USW00053878        4208Q
USW00053879        4602Q
USW00053901        4917R
USW00053902        7262R
USW00053903        7466R
USW00053904        4676R
USW00053905        6761R
USW00053907        6866R
USW00053908        5663R
USW00053909        6704R
USW00053910        7450R
USW00053911        6763R
USW00053912        6964R
USW00053913        5786R
USW00053914        6482R
USW00053915        7667R
USW00053916        4327R
USW00053917        8123R
USW00053918        5287R
USW00053919        6368S
USW00053920        5887R
USW00053921        5691R
USW00053922        4834R
USW00053925        6023Q
USW00053926        5566Q
USW00053927        5459Q
USW00053959        5760Q
USW00053960        7349Q
USW00053961        6141Q
USW00053968        6857Q
USW00053974        4643Q
USW00053988        6958Q
USW00054704        3237R
USW00054728        2388R
USW00054733        3064R
USW00054734        3308R
USW00054737        3875R
USW00054740        2834R
USW00054742        2966S
USW00054743        3844R
USW00054756        2998R
USW00054757        2618R
USW00054767        3411R
USW00054768        2975R
USW00054769        3158R
USW00054770        2747R
USW00054771        2619R
USW00054772        2791R
USW00054773        2867R
USW00054777        3366R
USW00054778        3189R
USW00054779        3523Q
USW00054780        3446R
USW00054781        2853R
USW00054782        3922R
USW00054785        3837Q
USW00054786        3875R
USW00054787        3804R
USW00054788        3544R
USW00054789        2752R
USW00054790        3566R
USW00054791        2952R
USW00054792        3095R
USW00054793        3374R
USW00054794        2915Q
USW00054795        2902Q
USW00054796        3104Q
USW00054797        3098Q
USW00054808        3900Q
USW00054810        2127Q
USW00054811        3323Q
USW00054813        2209Q
USW00054851        3529Q
USW00054854        2379Q
USW00054902        3702Q
USW00054903        2984Q
USW00054932        2531Q
USW00054933        2800Q
USW00054937        2658Q
USW00063826        6290Q
USW00063828        6844Q
USW00063829        6962Q
USW00063831        6219Q
USW00063838        4464Q
USW00063849        4997Q
USW00063850        5718Q
USW00063855        4159Q
USW00063856        7401Q
USW00063857        5131Q
USW00063858        6242Q
USW00063862        5207Q
USW00063866        5778Q
USW00063867        5417Q
USW00063868        5596Q
USW00063869        6819Q
USW00063870        7252Q
USW00063872        6766Q
USW00063890        7455Q
USW00063891        6105Q
USW00063892        6227Q
USW00063893        6296Q
USW00063894        5516Q
USW00063895        5409Q
USW00063896        5405Q
USW00063897        6386Q
USW00063898        4256Q
USW00063899        6761Q
USW00064756        3243Q
USW00064758        2658Q
USW00064775        2931Q
USW00064776        2764Q
USW00073802        6387Q
USW00073803        5917Q
USW00092762        4091Q
USW00092805       10032R
USW00092806        9292S
USW00092809       10061R
USW00092811       10191S
USW00092821        8350Q
USW00092826        9392Q
USW00092827        8685Q
USW00093005        3111R
USW00093009        1324S
USW00093010        3315S
USW00093013        3586R
USW00093026        6269S
USW00093027        4606R
USW00093033        6203S
USW00093037        3384S
USW00093042        4736S
USW00093044        3942S
USW00093045        5566R
USW00093057        4330R
USW00093058        4262S
USW00093067        3506R
USW00093069        3506R
USW00093073        2218R
USW00093075        4282R
USW00093084        6652R
USW00093101        5724R
USW00093102        4218S
USW00093104        6268R
USW00093107        5633S
USW00093110        4564R
USW00093111        4508R
USW00093112        6578S
USW00093114        6730R
USW00093115        5425Q
USW00093116        4730Q
USW00093129        3586R
USW00093134        6367R
USW00093138        8269R
USW00093139        4642R
USW00093140        8717R
USW00093141        3371R
USW00093167        5834R
USW00093184        5919R
USW00093193        5935S
USW00093197        5272R
USW00093205        5163R
USW00093206        4651R
USW00093209        4938S
USW00093210        5382R
USW00093225        5044R
USW00093227        4054R
USW00093228        4251R
USW00093230        2553R
USW00093241        5184R
USW00093242        5322R
USW00093243        4846Q
USW00093245        2376Q
USW00093706        4087R
USW00093718        6310R
USW00093719        6161S
USW00093720        4597S
USW00093721        4434C
USW00093727        6334S
USW00093729        5923S
USW00093730        4250C
USW00093736        4512R
USW00093738        4543S
USW00093739        4630S
USW00093740        6182R
USW00093741        5601Q
USW00093743        5939Q
USW00093759        5470R
USW00093765        6128R
USW00093773        5508R
USW00093775        5227R
USW00093778        3943R
USW00093780        4154R
USW00093781        5496R
USW00093782        5978R
USW00093783        5283R
USW00093784        5053R
USW00093785        5672R
USW00093786        4444R
USW00093801        5640R
USW00093805        7445C
USW00093806        6472R
USW00093807        5349R
USW00093808        5143S
USW00093809        5111R
USW00093810        4848R
USW00093812        4410S
USW00093814        4421C
USW00093815        3970S
USW00093816        4369R
USW00093817        4850S
USW00093819        4242S
USW00093820        4618C
USW00093821        5189S
USW00093822        4308C
USW00093823        4213Q
USW00093824        3894S
USW00093825        4893R
USW00093831        7085S
USW00093832        7411R
USW00093837        8072S
USW00093839        6014R
USW00093841        7376R
USW00093842        6808C
USW00093845        7230Q
USW00093846        5692S
USW00093862        6097S
USW00093874        7384R
USW00093901        7012R
USW00093909        4633R
USW00093914        6709S
USW00093915        7036R
USW00093919        6870S
USW00093950        5989S
USW00093953        5664R
USW00093967        5312R
USW00093985        6555R
USW00093986        5694S
USW00093987        7128S
USW00093988        6143R
USW00093989        4217S
USW00093990        4442R
USW00093992        6349C
USW00093993        4979S
USW00093997        4638S
USW00094008        2930C
USW00094010        2931R
USW00094012        2818S
USW00094014        2817S
USW00094017        2946R
USW00094023        2954R
USW00094030        3176S
USW00094032        2263R
USW00094037        2913R
USW00094038        2746R
USW00094039        3456R
USW00094040        4034S
USW00094041        2607R
USW00094050        2806R
USW00094051        2893R
USW00094052        3189R
USW00094053        3515R
USW00094054        2864R
USW00094055        2814R
USW00094056        3113R
USW00094057        3116R
USW00094059        2724Q
USW00094060        2861Q
USW00094074        3191Q
USW00094075        1095Q
USW00094077        3113Q
USW00094078        2824Q
USW00094079        3354Q
USW00094080        2811Q
USW00094081        2930Q
USW00094082        3472Q
USW00094084        2439Q
USW00094085        3412Q
USW00094088        1958Q
USW00094107        3238R
USW00094119        2535R
USW00094128        2976R
USW00094129        2526R
USW00094143        2736S
USW00094173        1372Q
USW00094176        2873R
USW00094178        3386R
USW00094182        1912R
USW00094185        2705S
USW00094194        2572R
USW00094197        3357R
USW00094224        2291S
USW00094225        2093S
USW00094227        2539R
USW00094236        2706R
USW00094239        3507R
USW00094240        1928S
USW00094248        2943R
USW00094261        2932R
USW00094266        1738R
USW00094273        2984R
USW00094274        2570R
USW00094276        2007R
USW00094281        3217R
USW00094290        2827R
USW00094298        3344R
USW00094299        2974R
USW00094623        2546R
USW00094624        3088R
USW00094626        2146R
USW00094644        2477Q
USW00094645        2036Q
USW00094700        2373R
USW00094702        3726S
USW00094704        3386R
USW00094705        2572S
USW00094720        3227R
USW00094723        3247R
USW00094724        3013R
USW00094725        2746S
USW00094726        3249R
USW00094728        4228S
USW00094732        4271R
USW00094740        2171R
USW00094741        4243R
USW00094745        3487S
USW00094746        3002R
USW00094765        3047R
USW00094789        4062S
USW00094790        2841S
USW00094793        3210R
USW00094794        2911R
USW00094814        2605S
USW00094815        3454R
USW00094817        3313R
USW00094818        3089R
