"","station","precip_qual","precip","qual","lat","long"
"4504","USC00453546","1039R",1039,"R",46.7225,-118.6525
"4505","USC00453730","3942R",3942,"R",48.1989,-120.7736
"4506","USC00453826","11562R",11562,"R",47.2336,-123.9897
"4507","USC00453883","1105S",1105,"S",46.2447,-118.8786
"4508","USC00454154","773S",773,"S",46.2111,-119.1011
"4509","USC00454169","3914R",3914,"R",47.4172,-122.2433
"4510","USC00454338","1503R",1503,"R",46.8167,-117.8831
"4511","USC00454486","5723S",5723,"S",47.3767,-121.9614
"4512","USC00454572","2503R",2503,"R",47.5586,-120.675
"4513","USC00454679","977R",977,"R",46.0022,-118.5658
"4514","USC00454748","7865S",7865,"S",46.3675,-124.0378
"4515","USC00454764","7991R",7991,"R",46.7492,-121.812
"4516","USC00454769","4798S",4798,"S",46.1506,-122.9164
"4517","USC00455133","2241S",2241,"S",48.5933,-120.4053
"4518","USC00455224","4349S",4349,"S",47.1358,-122.2558
"4519","USC00455231","820R",820,"R",45.9406,-119.2978
"4520","USC00455326","1319R",1319,"R",48.1075,-120.0078
"4521","USC00455525","4877S",4877,"S",47.8453,-121.9944
"4522","USC00455678","3320R",3320,"R",48.4403,-122.3867
"4523","USC00455688","803S",803,"S",46.5053,-120.1678
"4524","USC00455704","5778R",5778,"R",47.1414,-121.9356
"4525","USC00455840","7657S",7657,"S",48.6758,-121.2419
"4526","USC00455844","2687R",2687,"R",48.1842,-117.0475
"4527","USC00455946","2075S",2075,"S",48.8742,-117.8667
"4528","USC00456011","5507R",5507,"R",46.8333,-123.2333
"4529","USC00456039","1096S",1096,"S",47.3328,-118.6944
"4530","USC00456096","2816S",2816,"S",48.6117,-122.8064
"4531","USC00456215","825R",825,"R",46.7886,-119.0461
"4532","USC00456262","5600S",5600,"S",46.6092,-121.6744
"4533","USC00456295","8573S",8573,"S",47.3058,-121.8514
"4534","USC00456534","2739S",2739,"S",47.785,-120.6456
"4535","USC00456610","1727R",1727,"R",46.4672,-117.5883
"4536","USC00456624","2529R",2529,"R",48.1139,-123.4317
"4537","USC00456678","1904R",1904,"R",48.1161,-122.7586
"4538","USC00456747","742R",742,"R",46.6464,-119.9064
"4539","USC00456768","894R",894,"R",46.2014,-119.7581
"4540","USC00456789","2035R",2035,"R",46.7603,-117.1861
"4541","USC00456803","4042R",4042,"R",47.2,-122.3333
"4542","USC00456880","786R",786,"R",47.2156,-119.8478
"4543","USC00456898","11830R",11830,"R",46.7858,-121.7425
"4544","USC00456914","8343S",8343,"S",46.6533,-123.73
"4545","USC00456974","1694R",1694,"R",48.6469,-118.7314
"4546","USC00457015","762S",762,"S",46.3119,-119.2633
"4547","USC00457059","1238S",1238,"S",47.1178,-118.3722
"4548","USC00457180","1734R",1734,"R",47.2325,-117.3625
"4549","USC00457185","5761S",5761,"S",48.7272,-121.0722
"4550","USC00457267","1730R",1730,"R",47.0933,-117.5878
"4551","USC00457507","4649S",4649,"S",48.4958,-122.2355
"4552","USC00457522","863R",863,"R",46.6722,-120.4994
"4553","USC00457544","1602S",1602,"S",48.085,-123.0639
"4554","USC00457584","6588R",6588,"R",47.2,-123.1
"4555","USC00457696","8404R",8404,"R",45.6228,-122.2175
"4556","USC00457727","756R",756,"R",46.8367,-119.6633
"4557","USC00457773","6206S",6206,"S",47.5414,-121.8361
"4558","USC00457941","1708R",1708,"R",47.6811,-117.6267
"4559","USC00458034","6494R",6494,"R",47.8664,-121.7175
"4560","USC00458059","3612S",3612,"S",48.3508,-120.7264
"4561","USC00458207","750R",750,"R",46.3236,-120.0103
"4562","USC00458278","3922S",3922,"S",47.2472,-122.4122
"4563","USC00458715","9793S",9793,"S",48.6525,-121.6931
"4564","USC00458773","4163R",4163,"R",45.6778,-122.6511
"4565","USC00458959","831R",831,"R",46.4353,-120.4203
"4566","USC00459012","1140R",1140,"R",47.6497,-120.08
"4567","USC00459074","908R",908,"R",47.4289,-120.31
"4568","USC00459079","956R",956,"R",47.4333,-120.35
"4569","USC00459200","1452R",1452,"R",46.0436,-118.4628
"4570","USC00459238","1265R",1265,"R",47.7567,-118.6775
"4571","USC00459376","1475S",1475,"S",48.4742,-120.1886
"4572","USC00460102","3875S",3875,"S",37.7272,-80.6592
"4573","USC00460355","3803R",3803,"R",37.4225,-81.0256
"4574","USC00460509","4372R",4372,"R",38.5311,-79.7714
"4575","USC00460527","5020R",5020,"R",39.2728,-79.3683
"4576","USC00460580","3999R",3999,"R",37.7647,-81.1939
"4577","USC00460633","4921R",4921,"R",39.0231,-79.9331
"4578","USC00460939","3863S",3863,"S",37.6411,-80.8831
"4579","USC00461215","4511S",4511,"S",38.1872,-80.1336
"4580","USC00461220","4826R",4826,"R",38.9803,-80.22
"4581","USC00461324","3939R",3939,"R",39.5064,-78.3158
"4582","USC00461330","4535R",4535,"R",39.2047,-81.1572
"4583","USC00461393","5178R",5178,"R",39.05,-79.4167
"4584","USC00461579","4622R",4622,"R",38.3139,-81.7186
"4585","USC00461677","4560S",4560,"S",39.2683,-80.3522
"4586","USC00461723","4723R",4723,"R",38.4933,-81.3483
"4587","USC00462054","4520R",4520,"R",38.9628,-81.2728
"4588","USC00462462","4766R",4766,"R",37.86,-81.4631
"4589","USC00462522","4654R",4654,"R",37.9497,-82.4047
"4590","USC00462920","4599S",4599,"S",39.4667,-80.1333
"4591","USC00463072","4543R",4543,"R",37.5894,-81.0925
"4592","USC00463215","3603R",3603,"R",38.6756,-79.3092
"4593","USC00463361","4849S",4849,"S",38.665,-80.7672
"4594","USC00463464","5451S",5451,"S",38.8072,-79.7172
"4595","USC00463544","4603S",4603,"S",38.9339,-80.8325
"4596","USC00463798","5942S",5942,"S",38.6197,-80.3822
"4597","USC00463846","4514S",4514,"S",38.2794,-82.1114
"4598","USC00464200","4087R",4087,"R",38.6844,-82.1836
"4599","USC00464397","4313R",4313,"R",38.4014,-82.5267
"4600","USC00464763","3994R",3994,"R",39.3833,-77.8833
"4601","USC00464840","3987R",3987,"R",39.4206,-79.005
"4602","USC00465224","4005S",4005,"S",37.8564,-80.4042
"4603","USC00465353","4640R",4640,"R",37.8717,-81.9947
"4604","USC00465365","4378R",4378,"R",38.1947,-81.3706
"4605","USC00465563","4751S",4751,"S",38.1025,-81.8464
"4606","USC00465626","4835R",4835,"R",39.5436,-80.4647
"4607","USC00465672","4403R",4403,"R",38.2175,-80.0914
"4608","USC00465739","3754R",3754,"R",38.8722,-78.8617
"4609","USC00465875","5317R",5317,"R",37.99,-80.6803
"4610","USC00465963","4507R",4507,"R",39.4953,-80.9047
"4611","USC00466163","3302R",3302,"R",39.0461,-78.9664
"4612","USC00466212","4313R",4313,"R",39.6167,-79.9667
"4613","USC00466248","4256R",4256,"R",39.9056,-80.755
"4614","USC00466442","3941R",3941,"R",40.5261,-80.6275
"4615","USC00466591","4599R",4599,"R",37.9714,-81.1508
"4616","USC00466600","4951R",4951,"R",37.6761,-81.6214
"4617","USC00466867","5133R",5133,"R",39.1031,-79.6658
"4618","USC00466982","4964R",4964,"R",39.1461,-80.0411
"4619","USC00467018","3893S",3893,"S",40.1478,-80.7014
"4620","USC00467029","4578S",4578,"S",37.5742,-81.5356
"4621","USC00467513","5407R",5407,"R",38.2061,-80.5206
"4622","USC00467552","4407R",4407,"R",38.8172,-81.7119
"4623","USC00467649","5385R",5385,"R",38.8561,-80.3075
"4624","USC00467730","3592R",3592,"R",39.3389,-78.7728
"4625","USC00467785","5612R",5612,"R",39.3419,-79.67
"4626","USC00467918","4449R",4449,"R",38.9817,-81.5658
"4627","USC00468051","4645R",4645,"R",38.3333,-79.925
"4628","USC00468308","5987R",5987,"R",38.3989,-79.995
"4629","USC00468384","4610S",4610,"S",38.8008,-81.3583
"4630","USC00468614","4785R",4785,"R",38.22,-80.8939
"4631","USC00468777","5562S",5562,"S",39.4467,-79.5469
"4632","USC00469011","3636S",3636,"S",37.5436,-80.5336
"4633","USC00469281","3573S",3573,"S",39.1139,-78.5811
"4634","USC00469336","5731R",5731,"R",38.5358,-80.4169
"4635","USC00469458","4599R",4599,"R",39.2911,-80.7694
"4636","USC00469482","4040R",4040,"R",40.0567,-80.7283
"4637","USC00469522","3933S",3933,"S",37.7889,-80.3083
"4638","USC00469610","4619R",4619,"R",37.6731,-82.2761
"4639","USC00469683","4040R",4040,"R",38.5278,-81.9153
"4640","USC00470045","3515R",3515,"R",42.6475,-89.0644
"4641","USC00470124","3546S",3546,"S",44.3272,-91.9194
"4642","USC00470175","3178S",3178,"S",45.3011,-92.3631
"4643","USC00470239","2917R",2917,"R",45.1603,-89.1128
"4644","USC00470265","3108S",3108,"S",44.2769,-88.4378
"4645","USC00470273","3727R",3727,"R",43.0411,-89.4286
"4646","USC00470308","3422R",3422,"R",43.3008,-89.3269
"4647","USC00470349","3077R",3077,"R",46.5831,-90.9678
"4648","USC00470516","3610R",3610,"R",43.4583,-89.7269
"4649","USC00470603","3218R",3218,"R",46.8833,-90.8167
"4650","USC00470645","3478S",3478,"S",43.4447,-88.8478
"4651","USC00470696","3634S",3634,"S",42.5039,-89.0311
"4652","USC00470773","3227R",3227,"R",45.5556,-90.9592
"4653","USC00470882","3503S",3503,"S",44.2906,-91.23
"4654","USC00470904","3155S",3155,"S",45.0956,-91.4886
"4655","USC00471044","3190R",3190,"R",44.9878,-88.3769
"4656","USC00471064","3027S",3027,"S",44.1614,-88.0803
"4657","USC00471078","3675S",3675,"S",42.6181,-89.3861
"4658","USC00471131","3249R",3249,"R",46.5378,-91.5919
"4659","USC00471205","3379R",3379,"R",42.6508,-88.2544
"4660","USC00471280","3449R",3449,"R",43.7447,-90.7783
"4661","USC00471416","3613R",3613,"R",43.0597,-89.4819
"4662","USC00471568","3130S",3130,"S",44.0328,-88.1469
"4663","USC00471667","3539S",3539,"S",42.5492,-88.8753
"4664","USC00471676","3189R",3189,"R",44.6228,-88.7483
"4665","USC00471847","3708R",3708,"R",45.8003,-91.4594
"4666","USC00471897","3015R",3015,"R",45.3575,-88.1919
"4667","USC00471923","3362R",3362,"R",45.5333,-92.0222
"4668","USC00471970","3476R",3476,"R",43.6561,-89.2028
"4669","USC00471978","2984S",2984,"S",46.0086,-92.3736
"4670","USC00472001","3693R",3693,"R",42.6781,-90.1064
"4671","USC00472165","3359R",3359,"R",44.1331,-91.5511
"4672","USC00472173","3808R",3808,"R",42.9608,-90.1161
"4673","USC00472240","3416R",3416,"R",46.3333,-91.2667
"4674","USC00472279","3370R",3370,"R",44.6197,-91.9794
"4675","USC00472314","2965S",2965,"S",45.9169,-89.2564
"4676","USC00472556","3488S",3488,"S",44.7303,-92.4586
"4677","USC00472826","2913R",2913,"R",45.9336,-88.2583
"4678","USC00472839","2993R",2993,"R",43.7953,-88.4533
"4679","USC00472869","3415S",3415,"S",42.905,-88.8589
"4680","USC00472889","3076R",3076,"R",46.4856,-92.2875
"4681","USC00473022","3506R",3506,"R",43.3144,-90.8486
"4682","USC00473038","3521S",3521,"S",43.5706,-91.2294
"4683","USC00473058","3489R",3489,"R",43.2389,-88.1222
"4684","USC00473186","3191S",3191,"S",46.245,-91.8047
"4685","USC00473332","3403R",3403,"R",46.4858,-90.4372
"4686","USC00473405","3277R",3277,"R",44.1186,-89.5358
"4687","USC00473453","3289S",3289,"S",43.3311,-88.4114
"4688","USC00473471","3345R",3345,"R",44.4169,-90.7314
"4689","USC00473511","3167R",3167,"R",46.0003,-91.5075
"4690","USC00473654","3432S",3432,"S",43.6542,-90.3339
"4691","USC00473698","3064R",3064,"R",45.2236,-91.1269
"4692","USC00473756","3333S",3333,"S",43.4406,-88.6325
"4693","USC00473800","3609R",3609,"R",46.4619,-90.1933
"4694","USC00474080","3302S",3302,"S",45.3497,-90.7483
"4695","USC00474174","3614R",3614,"R",42.5608,-87.8156
"4696","USC00474195","3074R",3074,"R",44.4628,-87.505
"4697","USC00474457","3609R",3609,"R",42.5936,-88.4347
"4698","USC00474482","3594R",3594,"R",43.0803,-88.8967
"4699","USC00474523","3206R",3206,"R",45.3333,-88.4981
"4700","USC00474546","3537S",3537,"S",42.8278,-90.7889
"4701","USC00474582","3169S",3169,"S",45.5119,-88.7594
"4702","USC00474829","3254R",3254,"R",45.8883,-89.1389
"4703","USC00474894","3224S",3224,"S",45.5733,-92.485
"4704","USC00474937","3339S",3339,"S",43.2117,-91.0986
"4705","USC00474953","3301R",3301,"R",46.7781,-90.7653
"4706","USC00475017","3119R",3119,"R",44.0869,-87.6522
"4707","USC00475091","3259R",3259,"R",45.0983,-87.6236
"4708","USC00475120","3272S",3272,"S",44.6319,-90.1314
"4709","USC00475164","3354R",3354,"R",44.1747,-90.3483
"4710","USC00475178","3380R",3380,"R",43.79,-90.0597
"4711","USC00475255","3308S",3308,"S",45.1308,-90.3439
"4712","USC00475286","3332R",3332,"R",46.3689,-90.6417
"4713","USC00475335","3125S",3125,"S",44.8742,-91.9364
"4714","USC00475364","3224S",3224,"S",45.1786,-89.6617
"4715","USC00475474","3194R",3194,"R",43.0719,-88.0294
"4716","USC00475516","3203S",3203,"S",45.8864,-89.7322
"4717","USC00475525","2884R",2884,"R",46.0667,-91.8667
"4718","USC00475563","3469R",3469,"R",44.5647,-91.6719
"4719","USC00475573","3791S",3791,"S",42.5994,-89.6681
"4720","USC00475581","3447S",3447,"S",43.7806,-89.3169
"4721","USC00475786","3262S",3262,"S",44.0261,-90.0814
"4722","USC00475808","3370R",3370,"R",44.5297,-90.6383
"4723","USC00475932","3284R",3284,"R",44.3589,-88.7189
"4724","USC00476122","3223R",3223,"R",45.6358,-89.2417
"4725","USC00476200","3558S",3558,"S",43.1003,-88.5036
"4726","USC00476208","3215R",3215,"R",44.8919,-87.955
"4727","USC00476330","3159R",3159,"R",44.0206,-88.5581
"4728","USC00476357","3323R",3323,"R",44.98,-90.5545
"4729","USC00476398","3202R",3202,"R",45.9336,-90.4506
"4730","USC00476510","3225R",3225,"R",45.0281,-87.7355
"4731","USC00476646","3786S",3786,"S",42.7489,-90.4656
"4732","USC00476678","3489S",3489,"S",43.73,-87.9714
"4733","USC00476718","3614S",3614,"S",43.5278,-89.4342
"4734","USC00476764","3360R",3360,"R",43.3944,-87.8636
"4735","USC00476827","3463S",3463,"S",43.0514,-91.135
"4736","USC00476838","3208R",3208,"R",43.31,-89.7283
"4737","USC00476859","3088R",3088,"R",44.5447,-90.3017
"4738","USC00476922","3603R",3603,"R",42.7022,-87.7861
"4739","USC00476939","3188R",3188,"R",45.8342,-89.5472
"4740","USC00477052","3690R",3690,"R",43.5231,-90.0003
"4741","USC00477092","3027R",3027,"R",46.1222,-89.8772
"4742","USC00477113","3140S",3140,"S",45.5986,-89.4508
"4743","USC00477132","3100S",3100,"S",45.4164,-91.7719
"4744","USC00477158","3693S",3693,"S",43.3314,-90.3889
"4745","USC00477174","3439R",3439,"R",45.2142,-91.8875
"4746","USC00477209","3061R",3061,"R",43.8864,-88.7444
"4747","USC00477226","3175R",3175,"R",44.8542,-92.6122
"4748","USC00477349","3252R",3252,"R",44.7511,-89.245
"4749","USC00477464","2990R",2990,"R",45.4117,-92.6464
"4750","USC00477480","3176S",3176,"S",45.9156,-89.4894
"4751","USC00477708","3133S",3133,"S",44.7631,-88.6183
"4752","USC00477725","3266R",3266,"R",43.75,-87.7167
"4753","USC00477892","3090R",3090,"R",46.3575,-91.8317
"4754","USC00477997","3400R",3400,"R",43.9364,-90.8164
"4755","USC00478027","3100R",3100,"R",45.8236,-91.8761
"4756","USC00478110","3201R",3201,"R",44.9686,-90.9389
"4757","USC00478171","3263S",3263,"S",44.5114,-89.5856
"4758","USC00478229","3545R",3545,"R",42.9108,-89.2133
"4759","USC00478267","3194S",3194,"S",44.8797,-87.3356
"4760","USC00478316","3644R",3644,"R",42.9675,-88.5497
"4761","USC00478349","3067S",3067,"S",46.7,-92.0167
"4762","USC00478376","3082R",3082,"R",44.9958,-88.3786
"4763","USC00478589","3316R",3316,"R",43.9994,-91.4378
"4764","USC00478672","3032S",3032,"S",44.1431,-87.5678
"4765","USC00478723","3427S",3427,"S",42.6903,-88.0336
"4766","USC00478827","3453R",3453,"R",43.5594,-90.8761
"4767","USC00478905","2832R",2832,"R",45.3581,-86.8911
"4768","USC00478919","3601S",3601,"S",43.1742,-88.7364
"4769","USC00478937","3461R",3461,"R",43.0064,-88.2492
"4770","USC00478951","3349R",3349,"R",44.3547,-89.0592
"4771","USC00479046","3675R",3675,"R",43.0175,-88.0017
"4772","USC00479050","3370R",3370,"R",43.3681,-88.0858
"4773","USC00479144","3291R",3291,"R",45.4425,-91.4181
"4774","USC00479190","3448R",3448,"R",42.8508,-88.7247
"4775","USC00479236","3043R",3043,"R",45.7081,-89.8489
"4776","USC00479304","3312R",3312,"R",45.8833,-91.07
"4777","USC00479319","3464R",3464,"R",43.6089,-89.7667
"4778","USC00479335","3193R",3193,"R",44.3881,-89.8056
"4779","USC00480027","1816R",1816,"R",42.7292,-110.9297
"4780","USC00480080","1873R",1873,"R",41.4,-104.1017
"4781","USC00480140","2529R",2529,"R",43.7728,-111.0339
"4782","USC00480270","1727R",1727,"R",41.1517,-104.6575
"4783","USC00480484","1050R",1050,"R",41.0389,-107.6575
"4784","USC00480540","684S",684,"S",44.38,-108.035
"4785","USC00480552","1301S",1301,"S",42.6339,-106.3775
"4786","USC00480740","1257S",1257,"S",44.1242,-106.7319
"4787","USC00480761","694R",694,"R",41.5894,-108.5086
"4788","USC00480778","1425R",1425,"R",43.6561,-107.7375
"4789","USC00480865","1876R",1876,"R",43.2278,-110.4358
"4790","USC00480951","972R",972,"R",42.7158,-109.6903
"4791","USC00481000","888R",888,"R",43.4053,-108.1633
"4792","USC00481165","1324R",1324,"R",44.3547,-106.6992
"4793","USC00481175","1064R",1064,"R",44.5075,-109.1675
"4794","USC00481284","846R",846,"R",43.3656,-109.2756
"4795","USC00481547","1493R",1493,"R",41.0844,-104.3789
"4796","USC00481610","1396R",1396,"R",41.3136,-106.1292
"4797","USC00481730","1640S",1640,"S",41.7594,-104.8222
"4798","USC00481736","777R",777,"R",41.3975,-110.0856
"4799","USC00481775","720S",720,"S",44.9367,-109.1375
"4800","USC00481816","1319R",1319,"R",44.5781,-106.4472
"4801","USC00481840","1056S",1056,"S",44.5147,-109.045
"4802","USC00481850","924R",924,"R",44.4139,-108.9006
"4803","USC00481855","1192S",1192,"S",44.3367,-109.3914
"4804","USC00481905","1454R",1454,"R",44.8711,-104.1533
"4805","USC00482054","1170R",1170,"R",42.9589,-109.9958
"4806","USC00482242","1172R",1172,"R",42.9281,-110.1272
"4807","USC00482375","1612R",1612,"R",43.4136,-110.1631
"4808","USC00482399","1700R",1700,"R",44.8728,-107.2658
"4809","USC00482415","540R",540,"R",44.8919,-108.5931
"4810","USC00482466","1800R",1800,"R",44.5833,-104.7147
"4811","USC00482580","1475S",1475,"S",44.0992,-105.1175
"4812","USC00482595","909R",909,"R",43.2281,-108.9489
"4813","USC00482680","1523R",1523,"R",42.1794,-105.4017
"4814","USC00482685","1558R",1558,"R",42.7467,-105.3603
"4815","USC00482715","991R",991,"R",43.5397,-109.6553
"4816","USC00482725","1323R",1323,"R",43.4117,-104.9614
"4817","USC00482881","1673R",1673,"R",44.4828,-105.8992
"4818","USC00482995","1207R",1207,"R",41.6878,-106.4136
"4819","USC00483031","737R",737,"R",44.4972,-108.3906
"4820","USC00483045","1375R",1375,"R",41.1833,-106.6167
"4821","USC00483100","1220R",1220,"R",41.265,-110.9508
"4822","USC00483396","753R",753,"R",41.8183,-110.0564
"4823","USC00483855","1694S",1694,"S",44.2644,-105.4919
"4824","USC00483950","1088R",1088,"R",42.8267,-105.7878
"4825","USC00484065","833R",833,"R",41.5167,-109.4703
"4826","USC00484080","678R",678,"R",44.4908,-108.0411
"4827","USC00484411","865R",865,"R",44.7053,-108.9558
"4828","USC00484442","1503S",1503,"S",41.15,-105.1667
"4829","USC00484760","1756R",1756,"R",44.6856,-104.6028
"4830","USC00484910","1684R",1684,"R",43.4836,-110.7594
"4831","USC00484925","1006R",1006,"R",42.4942,-107.8292
"4832","USC00485055","1237R",1237,"R",43.7144,-106.6375
"4833","USC00485105","1035R",1035,"R",41.8167,-110.5333
"4834","USC00485252","848R",848,"R",42.2644,-110.195
"4835","USC00485260","1739S",1739,"S",41.6378,-104.1669
"4836","USC00485345","2090R",2090,"R",44.5619,-110.3986
"4837","USC00485435","1143R",1143,"R",41.3408,-105.6069
"4838","USC00485506","1519S",1519,"S",44.85,-106.2889
"4839","USC00485770","634S",634,"S",44.8375,-108.4042
"4840","USC00485830","1622R",1622,"R",42.7506,-104.4811
"4841","USC00486120","1101R",1101,"R",41.8978,-106.2017
"4842","USC00486195","1254R",1254,"R",43.4131,-106.2772
"4843","USC00486428","2180R",2180,"R",43.6536,-110.7169
"4844","USC00486440","2465S",2465,"S",43.8567,-110.5889
"4845","USC00486555","1013S",1013,"S",41.2708,-110.3306
"4846","USC00486595","1020R",1020,"R",42.3628,-107.4444
"4847","USC00486660","1644S",1644,"S",43.8497,-104.1886
"4848","USC00486845","2537R",2537,"R",44.4569,-110.8328
"4849","USC00486852","1470R",1470,"R",42.2058,-104.5561
"4850","USC00487115","792R",792,"R",43.2458,-108.6942
"4851","USC00487200","1573S",1573,"S",41.6264,-104.4936
"4852","USC00487240","1398R",1398,"R",41.1722,-104.1583
"4853","USC00487260","1140R",1140,"R",42.8747,-109.8592
"4854","USC00487376","1043R",1043,"R",43.035,-106.9883
"4855","USC00487388","680R",680,"R",44.7764,-108.7592
"4856","USC00487548","1457R",1457,"R",44.9086,-105.7364
"4857","USC00487555","1475S",1475,"S",43.245,-104.2881
"4858","USC00487760","842S",842,"S",43.0308,-108.3742
"4859","USC00487810","1339R",1339,"R",43.6056,-104.9042
"4860","USC00487955","943R",943,"R",41.8667,-111
"4861","USC00487990","1017R",1017,"R",41.4528,-106.8053
"4862","USC00488070","1398R",1398,"R",42.1569,-106.9153
"4863","USC00488124","1059R",1059,"R",44.5478,-107.7633
"4864","USC00488160","1325S",1325,"S",44.8406,-106.8383
"4865","USC00488192","1082R",1082,"R",42.3667,-106.105
